"","name","id","name_type","class","mass","fall","year","lat","long","geolocation","housenumber","street","city","state","zip","country"
"874","São Jose do Rio Preto",23171,"Valid","H4",927,"Fell",1962,-20.81,-49.38056,"(-20.81, -49.38056)","House Number Not Found","Street Not Found","São José do Rio Preto","São Paulo","15010-070","Brazil"
"875","Saratov",23176,"Valid","L4",2e+05,"Fell",1918,52.55,46.55,"(52.55, 46.55)","House Number Not Found","Street Not Found","<U+0411><U+043E><U+043B><U+044C><U+0448><U+0435><U+043E><U+0437><U+0435><U+0440><U+0441><U+043A><U+043E><U+0435> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043A><U+043E><U+0435> <U+043F><U+043E><U+0441><U+0435><U+043B><U+0435><U+043D><U+0438><U+0435>","Saratov Oblast","Postcode Not Found","Russia"
"876","Sasagase",23187,"Valid","H",695,"Fell",1688,34.71667,137.78333,"(34.71667, 137.78333)","House Number Not Found","<U+4E2D><U+91CE><U+5B50><U+5B89><U+7DDA> (<U+65E7><U+6771><U+6D77><U+9053>)","Hamamatsu","Shizuoka Prefecture","435-0042","Japan"
"877","Sauguis",23188,"Valid","L6",4000,"Fell",1868,43.15,-0.85,"(43.15, -0.85)","House Number Not Found","Street Not Found","Trois-Villes","New Aquitaine","64470","France"
"878","Savtschenskoje",23190,"Valid","LL4",2500,"Fell",1894,47.21667,29.86667,"(47.21667, 29.86667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"879","Sayama",23192,"Valid","CM2",430,"Fell",1986,35.86667,139.4,"(35.86667, 139.4)","House Number Not Found","<U+9BE8><U+4E95><U+72ED><U+5C71><U+7DDA>","Sayama","Saitama Prefecture","350-1320","Japan"
"880","Sazovice",23455,"Valid","L5",412,"Fell",1934,49.23333,17.56667,"(49.23333, 17.56667)","House Number Not Found","Street Not Found","Sazovice","Central Moravia","76301","Czech Republic"
"881","Schellin",23457,"Valid","L",7000,"Fell",1715,53.35,15.05,"(53.35, 15.05)","House Number Not Found","Street Not Found","Stargard","West Pomeranian Voivodeship","73-100","Poland"
"882","Schenectady",23458,"Valid","H5",283.3,"Fell",1968,42.86083,-73.95028,"(42.86083, -73.95028)","House Number Not Found","Street Not Found","Stoodley Corners","New York","12302","United States of America"
"883","Schönenberg",23460,"Valid","L6",8000,"Fell",1846,48.11667,10.46667,"(48.11667, 10.46667)","House Number Not Found","Street Not Found","Salgen","Bavaria","87775","Germany"
"884","Searsmont",23472,"Valid","H5",5400,"Fell",1871,44.36667,-69.2,"(44.36667, -69.2)","House Number Not Found","Street Not Found","City Not Found","Maine","04973","United States of America"
"885","Sediköy",23473,"Valid","L6",240,"Fell",1917,38.3,27.13333,"(38.3, 27.13333)","House Number Not Found","Street Not Found","Yukari Seydiköy","Izmir","35410","Turkey"
"886","Segowlie",23476,"Valid","LL6",6930,"Fell",1853,26.75,84.78333,"(26.75, 84.78333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"887","Selakopi",23481,"Valid","H5",1590,"Fell",1939,-7.23333,107.33333,"(-7.23333, 107.33333)","House Number Not Found","Street Not Found","Bandung","West Java","40252","Indonesia"
"888","Seldebourak",23483,"Valid","H5",150,"Fell",1947,22.83333,4.98333,"(22.83333, 4.98333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"889","Semarkona",23487,"Valid","LL3.00",691,"Fell",1940,22.25,79,"(22.25, 79.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"890","Sena",23495,"Valid","H4",4000,"Fell",1773,41.71667,-0.05,"(41.71667, -0.05)","House Number Not Found","Avenida de Huesca","Sena","Aragon","22231","Spain"
"891","Senboku",23496,"Valid","H6",866,"Fell",1993,39.43833,140.51167,"(39.43833, 140.51167)","House Number Not Found","omagari bypass","Daisen","Akita Prefecture","0140047","Japan"
"892","Seoni",23500,"Valid","H6",20000,"Fell",1966,21.68389,79.50083,"(21.68389, 79.50083)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"893","Seres",23501,"Valid","H4",8500,"Fell",1818,41.05,23.56667,"(41.05, 23.56667)","House Number Not Found","S<U+03AD><U+03C1><U+03C1>e<U+03C2> - <U+03A0>e<U+03B8>e<U+03BB><U+03B9><U+03BD><U+03CC><U+03C2>","City Not Found","Macedonia - Thrace","62124","Greece"
"894","Serra de Magé",23502,"Valid","Eucrite-cm",1800,"Fell",1923,-8.38333,-36.76667,"(-8.38333, -36.76667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"895","Sete Lagoas",23504,"Valid","H4",350,"Fell",1908,-19.46667,-44.21667,"(-19.46667, -44.21667)","House Number Not Found","Street Not Found","Sete Lagoas","Minas Gerais","35700-184","Brazil"
"896","Sevilla",23508,"Valid","LL4",180,"Fell",1862,37.41667,-6,"(37.41667, -6.0)","House Number Not Found","Street Not Found","Seville","Andalusia","41092","Spain"
"897","Sevrukovo",23509,"Valid","L5",101000,"Fell",1874,50.61667,36.6,"(50.61667, 36.6)","House Number Not Found","Street Not Found","Belgorod","Belgorod Oblast","308001","Russia"
"898","Sfax",23512,"Valid","L6",7000,"Fell",1989,34.75,10.71667,"(34.75, 10.71667)","House Number Not Found","Street Not Found","Sfax","Sfax","3013","Tunisia"
"899","Shalka",23521,"Valid","Diogenite",4000,"Fell",1850,23.1,87.3,"(23.1, 87.3)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"900","Sharps",23525,"Valid","H3.4",1265,"Fell",1921,37.83333,-76.7,"(37.83333, -76.7)","House Number Not Found","Street Not Found","City Not Found","Virginia","22548","United States of America"
"901","Shelburne",23529,"Valid","L5",18600,"Fell",1904,44.05,-80.16667,"(44.05, -80.16667)","House Number Not Found","Street Not Found","Amaranth","Ontario","L0N 1S4","Canada"
"902","Shergotty",23530,"Valid","Martian (shergottite)",5000,"Fell",1865,24.55,84.83333,"(24.55, 84.83333)","House Number Not Found","Street Not Found","Gaya","Bihar","823001","India"
"903","Sheyang",23531,"Valid","L6",605,"Fell",1976,33.65,120.06667,"(33.65, 120.06667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"904","Shikarpur",23534,"Valid","L6",3679.7,"Fell",1921,25.85,87.5775,"(25.85, 87.5775)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"905","Shuangyang",23582,"Valid","H5",3900,"Fell",1971,43.5,125.66667,"(43.5, 125.66667)","House Number Not Found","Street Not Found","Changchun City","Jilin","130600","China"
"906","Shupiyan",23583,"Valid","H6",5000,"Fell",1912,33.71667,74.83333,"(33.71667, 74.83333)","House Number Not Found","Street Not Found","Shopian","Jammu and Kashmir","192303","India"
"907","Shytal",23584,"Valid","L6",3200,"Fell",1863,24.33333,90.16667,"(24.33333, 90.16667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"908","Siena",23586,"Valid","LL5",3700,"Fell",1794,43.11667,11.6,"(43.11667, 11.6)","House Number Not Found","Street Not Found","Montalcino","Tuscany","Postcode Not Found","Italy"
"909","Sikhote-Alin",23593,"Valid","Iron, IIAB",2.3e+07,"Fell",1947,46.16,134.65333,"(46.16, 134.65333)","House Number Not Found","Street Not Found","<U+0418><U+0437><U+043C><U+0430><U+0439><U+043B><U+0438><U+0445><U+0438><U+043D><U+0441><U+043A><U+043E><U+0435> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043A><U+043E><U+0435> <U+043F><U+043E><U+0441><U+0435><U+043B><U+0435><U+043D><U+0438><U+0435>","Primorsky Krai","692193","Russia"
"910","Silao",23594,"Valid","H5",1710,"Fell",1995,20.93333,-101.38333,"(20.93333, -101.38333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"911","Silistra",55584,"Valid","Achondrite-ung",0.15,"Fell",1917,44.11667,27.26667,"(44.11667, 27.26667)","House Number Not Found","Street Not Found","City Not Found","Constan<U+021B>a","Postcode Not Found","Romania"
"912","Simmern",23603,"Valid","H5",1222,"Fell",1920,49.98333,7.53333,"(49.98333, 7.53333)","4","Schlossstraße","Simmern/Hunsrück","Rhineland-Palatinate","55469","Germany"
"913","Sinai",23606,"Valid","L6",1455,"Fell",1916,30.9,32.48333,"(30.9, 32.48333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"914","Sindhri",23611,"Valid","H5",8400,"Fell",1901,26.21667,69.55,"(26.21667, 69.55)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"915","Sinnai",23613,"Valid","H6",2000,"Fell",1956,39.3,9.2,"(39.3, 9.2)","House Number Not Found","Street Not Found","Sìnnia/Sinnai","Sardinia","09048","Italy"
"916","Sioux County",23614,"Valid","Eucrite-mmict",4100,"Fell",1933,42.58333,-103.66667,"(42.58333, -103.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"917","Sitathali",23616,"Valid","H5",1600,"Fell",1875,20.91667,82.58333,"(20.91667, 82.58333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"918","Sivas",23617,"Valid","H6",40000,"Fell",1989,39.82467,36.13583,"(39.82467, 36.13583)","House Number Not Found","Street Not Found","Yavu","Sivas","Postcode Not Found","Turkey"
"919","Sixiangkou",23619,"Valid","L5",630,"Fell",1989,32.43333,119.86667,"(32.43333, 119.86667)","House Number Not Found","Street Not Found","Taizhou","Jiangsu","225300","China"
"920","Ski",23621,"Valid","L6",850,"Fell",1848,59.73333,10.86667,"(59.73333, 10.86667)","52","Eikjolveien","Ski","Akershus","1400","Norway"
"921","Slavetic",23626,"Valid","H5",1708,"Fell",1868,45.68333,15.6,"(45.68333, 15.6)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"922","Slobodka",23645,"Valid","L4",2750,"Fell",1818,55,35,"(55.0, 35.0)","House Number Not Found","Street Not Found","<U+041C><U+0435><U+0434><U+0432><U+0435><U+0434><U+0435><U+0432><U+0441><U+043A><U+043E><U+0435> <U+0441><U+0435><U+043B><U+044C><U+0441><U+043A><U+043E><U+0435> <U+043F><U+043E><U+0441><U+0435><U+043B><U+0435><U+043D><U+0438><U+0435>","Smolensk Oblast","215354","Russia"
"923","Soheria",23660,"Valid","OC",72.9,"Fell",1960,27.13333,84.06667,"(27.13333, 84.06667)","House Number Not Found","Street Not Found","Bagaha","Bihar","845118","India"
"924","Soko-Banja",23661,"Valid","LL4",80000,"Fell",1877,43.66667,21.86667,"(43.66667, 21.86667)","House Number Not Found","Street Not Found","Sokobanja Municipality","Central Serbia","18230","Serbia"
"925","Sologne",23663,"Valid","H5",54,"Fell",1860,47.36667,1.73333,"(47.36667, 1.73333)","House Number Not Found","Street Not Found","Romorantin-Lanthenay","Centre-Loire Valley","41200","France"
"926","Soltmany",53829,"Valid","L6",1066,"Fell",2011,54.00883,22.005,"(54.00883, 22.005)","58","Street Not Found","Soltmany","Warmian-Masurian Voivodeship","11-612","Poland"
"927","Sone",23667,"Valid","H5",17100,"Fell",1866,35.16667,135.33333,"(35.16667, 135.33333)","House Number Not Found","Street Not Found","Kyotanba","Kyoto Prefecture","<U+3012>622-0315","Japan"
"928","Songyuan",23668,"Valid","L6",36900,"Fell",1993,45.25,125,"(45.25, 125.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"929","Sopot",23670,"Valid","OC",958,"Fell",1927,44.41667,23.5,"(44.41667, 23.5)","House Number Not Found","Street Not Found","City Not Found","Dolj","207540","Romania"
"930","Soroti",23671,"Valid","Iron, ungrouped",2050,"Fell",1945,1.7,33.63333,"(1.7, 33.63333)","House Number Not Found","Omaria Road","Opuyo","Soroti","Postcode Not Found","Uganda"
"931","St. Caprais-de-Quinsac",23081,"Valid","L6",360,"Fell",1883,44.75,0.05,"(44.75, 0.05)","House Number Not Found","Street Not Found","Listrac-de-Durèze","New Aquitaine","33790","France"
"932","St. Christophe-la-Chartreuse",23082,"Valid","L6",5500,"Fell",1841,46.95,-1.5,"(46.95, -1.5)","52","Le Clos des Rochettes","Rocheservière","Pays de la Loire","85620","France"
"933","St. Denis Westrem",23083,"Valid","L6",700,"Fell",1855,51.05,3.75,"(51.05, 3.75)","House Number Not Found","Evarist De Buckstraat","Ghent","Flanders","9040","Belgium"
"934","St. Germain-du-Pinel",23087,"Valid","H6",4000,"Fell",1890,48.01667,-1.15,"(48.01667, -1.15)","House Number Not Found","Street Not Found","City Not Found","Brittany","35370","France"
"935","St. Louis",23089,"Valid","H4",1000,"Fell",1950,38.7,-90.23333,"(38.7, -90.23333)","House Number Not Found","Street Not Found","Saint Louis","Missouri","63147","United States of America"
"936","St. Mark's",23090,"Valid","EH5",13780,"Fell",1903,-32.01667,27.41667,"(-32.01667, 27.41667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"937","St. Mary's County",23091,"Valid","LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"(38.16667, -76.38333)","House Number Not Found","Street Not Found","Dameron","Maryland","20653","United States of America"
"938","St. Mesmin",23092,"Valid","LL6",8300,"Fell",1866,48.45,3.93333,"(48.45, 3.93333)","House Number Not Found","Street Not Found","City Not Found","Grand Est","10280","France"
"939","St. Michel",23093,"Valid","L6",17000,"Fell",1910,61.65,27.2,"(61.65, 27.2)","29","Marjatie","Mikkeli","Eastern Finland","50600","Finland"
"940","St.-Chinian",23097,"Valid","L6",134.3,"Fell",1959,43.43333,2.95,"(43.43333, 2.95)","House Number Not Found","Street Not Found","Saint-Chinian","Occitania","34360","France"
"941","Ställdalen",23712,"Valid","H5",34000,"Fell",1876,59.93333,14.95,"(59.93333, 14.95)","House Number Not Found","Street Not Found","Ställdalen","Örebro County","71472","Sweden"
"942","Stannern",23713,"Valid","Eucrite-mmict",52000,"Fell",1808,49.28333,15.56667,"(49.28333, 15.56667)","House Number Not Found","Street Not Found","City Not Found","Southeast","58833","Czech Republic"
"943","Stavropol",23717,"Valid","L6",1500,"Fell",1857,45.05,41.98333,"(45.05, 41.98333)","143","Lenina Street","Stavropol","Stavropol Krai","355000","Russia"
"944","Ste. Marguerite",23099,"Valid","H4",4960,"Fell",1962,50.76667,3,"(50.76667, 3.0)","House Number Not Found","Rue d'Armentières","Comines","Nord-Pas-de-Calais and Picardy","59560","France"
"945","Sterlitamak",23724,"Valid","Iron, IIIAB",325000,"Fell",1990,53.66667,55.98333,"(53.66667, 55.98333)","House Number Not Found","<U+0443><U+043B><U+0438><U+0446><U+0430> <U+0411><U+0430><U+0431><U+0443><U+0448><U+043A><U+0438><U+043D><U+0430>","Sterlitamak","Bashkortostan","453112","Russia"
"946","Stolzenau",23726,"Valid","Stone-uncl",NA,"Fell",1647,52.53333,9.05,"(52.53333, 9.05)","House Number Not Found","Street Not Found","Stolzenau","Lower Saxony","31592","Germany"
"947","Stratford",23728,"Valid","L6",50,"Fell",1974,41.2,-73.13333,"(41.2, -73.13333)","1505","Barnum Avenue","Stratford","Connecticut","06615","United States of America"
"948","Strathmore",23729,"Valid","L6",13400,"Fell",1917,56.58333,-3.25,"(56.58333, -3.25)","House Number Not Found","Street Not Found","West Cairns (of Aberbothrie)","Scotland","PH11 8NQ","United Kingdom"
"949","Stretchleigh",23732,"Valid","Stone-uncl",10400,"Fell",1623,50.38333,-3.95,"(50.38333, -3.95)","House Number Not Found","Street Not Found","South Hams","England","PL21 9TW","United Kingdom"
"950","St-Robert",23733,"Valid","H5",25400,"Fell",1994,45.96861,-72.97806,"(45.96861, -72.97806)","379","Rang de Picoudi","Saint-Robert","Quebec","Postcode Not Found","Canada"
"951","Success",23736,"Valid","L6",3500,"Fell",1924,36.48333,-90.66667,"(36.48333, -90.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"952","Suchy Dul",23737,"Valid","L6",815.3,"Fell",1969,50.53806,16.26333,"(50.53806, 16.26333)","House Number Not Found","Street Not Found","Police nad Metují","Northeast","54962","Czech Republic"
"953","Suizhou",23738,"Valid","L6",260000,"Fell",1986,31.61667,113.46667,"(31.61667, 113.46667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"954","Sulagiri",48951,"Valid","LL6",110000,"Fell",2008,12.66667,78.03333,"(12.66667, 78.03333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"955","Sultanpur",23741,"Valid","L/LL6",1710.5,"Fell",1916,25.93333,84.28333,"(25.93333, 84.28333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"956","Sungach",23745,"Valid","H5",637,"Fell",1935,44.86667,133.16667,"(44.86667, 133.16667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"957","Supuhee",23760,"Valid","H6",7235,"Fell",1865,26.71667,84.21667,"(26.71667, 84.21667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"958","Sutter's Mill",55529,"Valid","C",992.5,"Fell",2012,38.80389,-120.90806,"(38.80389, -120.90806)","House Number Not Found","River Park Drive","Lotus","California","95651","United States of America"
"959","Sylacauga",23773,"Valid","H4",5560,"Fell",1954,33.18836,-86.2945,"(33.18836, -86.2945)","House Number Not Found","Street Not Found","Oak Grove","Alabama","35150","United States of America"
"960","Tabor",23776,"Valid","H5",7540,"Fell",1753,49.4,14.65,"(49.4, 14.65)","House Number Not Found","Street Not Found","Tábor","Southwest","39001","Czech Republic"
"961","Tadjera",23778,"Valid","L5",9000,"Fell",1867,36.18333,5.41667,"(36.18333, 5.41667)","House Number Not Found","Avenue Colonel Lotfi","Setif","Setif","19000","Algeria"
